height,width,depth,weight,price,production_time,units_sold,revenue,store_size,foot_traffic,volume,height_x_width,units_sold_x_price,store_size_x_foot_traffic,price_per_volume,revenue_per_units_sold,units_sold_per_foot_traffic,revenue_per_store_size,production_time_per_volume,weight_power_2,weight_power_3,foot_traffic_power_2,foot_traffic_power_3,store_size_power_2,store_size_power_3
168.72700594236812,52.58408605843039,38.44675315360823,18.315450205841092,1920.03127258183,37.06126785195104,70,134234.19932594162,1153.3843079809712,488.2425838966672,341113.2579877465,8872.35540085478,134402.1890807281,563131.3347544988,0.005628720747789876,1917.6314189392835,0.14337135331645023,116.3828902448919,0.00010864798416390588,335.4557162426445,6144.0224671069145,238380.82073009413,116387667.86466937,1330295.361896744,1534341795.3915718
197.5357153204958,76.5677315784074,43.92951695159793,11.061288154952788,3431.4372026749843,41.75498646570921,19,65413.6711503898,3695.49525389768,747.2439072501121,664427.8652693832,15124.861627808421,65197.3068508247,2761436.3127467474,0.005164499236171792,3442.8247973708167,0.025426771387027064,17.700921434385688,6.284352094230758e-05,122.35209564689885,1353.3717863126928,558373.4569224141,417241163.6554569,13656685.171580277,50468215235.54974
186.59969709057026,77.03175608050532,38.85052421383734,17.257417403591894,2953.677240696093,37.761922870271576,59,173969.7740148964,3500.8448945642053,606.992177829742,558441.4114388076,14374.102350976986,174266.95720106948,2124985.4667956606,0.005289144358198708,2948.6402375356192,0.09720059360722018,49.69365374770414,6.762020526554272e-05,297.8184554417964,5139.577396052115,368439.50394649315,223639896.89899167,12255914.975796262,42906057371.22933
179.93292420985182,81.87149507491033,34.43512668785278,33.32166243878768,2907.2240214162243,43.54517985749718,12,34790.52630045851,1450.0061202476127,484.75164819530056,507276.85112790717,14731.377518261097,34886.68825699469,702892.8566833034,0.005731040190286906,2899.210525014049,0.024754944196007912,23.99336514146233,8.584105456552261e-05,1110.3331876845139,36998.147674606465,234984.16042806045,113908959.06729123,2102517.748755534,3048663603.624757
157.80093202212183,86.30456668613309,36.03179355503004,26.856982023699917,2693.183905939707,41.26565614147595,86,231362.243284864,4385.303450856509,393.7045878387885,490714.8727422067,13618.941060837167,231613.8159108148,1726514.0876674787,0.005488286692615796,2690.2586428441277,0.21843789139483652,52.75854815467116,8.409293957380122e-05,721.2974834213405,19371.87354598693,155003.30248531033,61025511.31863016,19230886.356094003,84333272300.40839
157.79972601681013,98.79260397312673,53.03893840163629,45.706868443078996,4547.330853268662,58.97597973600545,79,359961.1357410116,2305.877108988705,855.6936901379113,826847.6575940547,15589.445839446626,359239.13740822434,1973124.4923950837,0.00549959936574096,4556.470072665265,0.09232275627422053,156.10594959193864,7.132629474649853e-05,2089.1178228729304,95487.03349214465,732211.6913418358,626548924.1264167,5317069.241758108,12260508251.477953
152.90418060840997,75.81501741505977,40.31668592028963,42.69774246953764,2772.620138576999,46.645110493205294,90,249707.11867103685,1816.3179098183382,229.43291528333233,467368.4849761113,11592.433115662046,249535.8124719299,416723.11313095,0.005932407142768123,2774.5235407862156,0.39227152690283157,137.479852685039,9.980371375615851e-05,1823.097211994958,77842.13525469278,52639.46261540875,12077225.366801215,3299010.749526857,5992052309.04885
193.30880728874675,66.1478236470623,48.21349305240378,23.67269406791504,3309.205143033726,45.88159304366694,60,198662.34339850693,1185.4831525904096,487.09258887682006,616503.8573683256,12786.95689395997,198552.30858202357,577440.057865117,0.005367695762942592,3311.0390566362635,0.12317986635424046,167.5792211507952,7.442223190544503e-05,560.3964444330999,13266.093585812123,237259.19013872286,115567193.1594882,1405370.3050756964,1666042819.8180823
180.05575058716045,89.75930973843518,55.17086354274284,20.3769373372517,4641.613895404191,46.04246268361258,28,130306.89832362907,1697.7560563199186,913.3818145976279,891653.8356748575,16161.679887139366,129965.18907131735,1550699.5074655998,0.005205623202294797,4653.817797255846,0.030655307071481133,76.75242732226005,5.1637149801262114e-05,415.21957524628243,8460.903265993764,834266.3392376555,762003702.7906101,2882375.6267709625,4893570676.939322
185.4036288898023,63.54161256310371,64.51974143146826,25.187696326690677,4066.5296373824185,42.83316996836677,51,207095.94421811588,599.1211455071765,861.2645954139709,760097.109033905,11780.84555470928,207393.01150650333,516001.8309891932,0.005350013293105455,4060.704788582545,0.05921525193483738,345.66622422042457,5.635223375972101e-05,634.4200462455871,15979.579468398902,741776.7033135911,638866012.2668891,358946.1469938313,215052226.7623316
151.02922471479013,71.9485710352818,31.965606992054948,33.611797700592305,2077.7392656714883,43.438205282879395,44,91850.1563020454,3124.65871605252,460.847586225742,347349.0548780282,10866.336902795616,91420.52768954549,1439991.42707203,0.005981704099932233,2087.5035523144693,0.09547625140090775,29.395260298404576,0.00012505635087486485,1129.7529446655421,37973.02742774666,212380.49773009273,97875039.74033491,9763492.091802983,30507580663.762043
198.4954926080997,53.922819067113295,69.97051994545214,20.72254563291505,3940.5689809905534,45.85694922478112,55,216904.3828273968,4290.038358547766,786.7975272411775,748925.0194552275,10703.436533544085,216731.29395448044,3375391.5722751818,0.005261633512867478,3943.716051400044,0.06990362589578122,50.56001012093904,6.123036089532397e-05,429.4238975082466,8898.756311978876,619050.3488728314,487067283.730932,18404429.117811207,78955706882.5835
191.62213204002109,51.267537170772876,61.39501947454539,34.965956313965364,3339.7752284570597,47.15319154354164,35,116111.68754462006,2970.412022487388,840.8447476379733,603144.3506581648,9823.99477710453,116892.13299599709,2497655.34742921,0.0055372734981478655,3317.476786979666,0.041624806598738635,39.089421489543255,7.817894918867596e-05,1222.6181009501342,42750.01110648569,707019.889630367,594493960.6712738,8823347.583337616,26208977740.131096
